RESPNUM,CCGID,RUN,INTDATE,GATE,AREA,STRATA,PEAK,METHOD,SAQ,AIRLINE,FLIGHT,DEST,DESTGEO,DESTMARK,DEPTIME,ARRTIME,Q2PURP1,Q2PURP2,Q2PURP3,Q2PURP4,Q2PURP5,Q2PURP6,Q3GETTO1,Q3GETTO2,Q3GETTO3,Q3GETTO4,Q3GETTO5,Q3GETTO6,Q3PARK,Q4BAGS,Q4STORE,Q4FOOD,Q4WIFI,Q5TIMESFLOWN,Q6LONGUSE,Q7ART,Q7FOOD,Q7STORE,Q7SIGN,Q7WALKWAYS,Q7SCREENS,Q7INFODOWN,Q7INFOUP,Q7WIFI,Q7ROADS,Q7PARK,Q7AIRTRAIN,Q7LTPARKING,Q7RENTAL,Q7ALL,Q8IMPROVE1,Q8IMPROVE2,Q8IMPROVE3,Q9BOARDING,Q9AIRTRAIN,Q9RENTAL,Q9FOOD,Q9RESTROOM,Q9ALL,Q9COM1,Q9COM2,Q9COM3,Q10SAFE,Q10SAFEA,Q10SAFEB,Q10SAFEC,Q11TSAPRE,Q12PRECHECKRATE,Q12PRECOM1,Q12PRECOM2,Q12PRECOM3,Q13COUNTY,Q13GETRATE,Q14FIND,Q14PASSTHRU,Q15PROBLEM,Q15PROBCOM1,Q15PROBCOM2,Q15PROBCOM3,Q16LIVE,Q17ST,Q17ZIP,Q17COUNTRY,HOME,Q18AGE,Q19GENDER,Q20INCOME,Q21FLY,Q22SJC,Q22OAK,LANG,WEIGHT,Location 1
1242,2016,18083,14,100,G,2,3,1,2,34,901,48,6,4,12:45 PM,9:45 AM,2,,,,,,5,,,,,,,2,2,1,2,4,2,3,2,3,3,4,4,4,4,2,4,3,5,5,6,3,,,,5,5,6,5,4,4,,,,5,,,,2,,,,,6,5,4,5,2,,,,1,CA,94025,US,2,3,2,2,3,1,1,1,0.7026213333,
1243,2017,18083,14,100,G,2,3,1,2,34,901,48,6,4,12:45 PM,8:00 AM,2,,,,,,2,,,,,,,1,1,1,1,1,4,3,4,4,5,5,5,4,4,5,5,5,6,5,5,4,900,,,5,6,5,5,5,5,,,,5,6,,,2,,,,,7,5,5,5,2,,,,1,CA,95030,US,4,6,1,4,2,1,2,1,0.7026213333,
1244,2018,18083,14,100,G,2,3,1,2,34,901,48,6,4,12:45 PM,10:15 AM,4,,,,,,2,,,,,,,1,2,2,1,1,4,4,4,4,5,5,4,6,6,5,3,6,6,6,6,4,,,,5,6,6,6,5,5,,,,5,,,,2,,,,,4,4,5,5,2,,,,3,NY,11721,US,12,2,2,0,2,2,2,1,0.7026213333,
1245,2019,18083,14,100,G,2,3,1,2,34,901,48,6,4,12:45 PM,10:40 AM,1,,,,,,4,,,,,,,1,1,1,1,4,4,5,3,3,5,5,5,6,6,5,5,3,6,5,5,5,,,,5,6,3,4,4,4,,,,5,,,,2,,,,,6,5,5,5,2,,,,1,CA,94402,US,2,4,1,0,2,2,2,1,0.7026213333,
1246,2020,18083,14,100,G,2,3,1,2,34,901,48,6,4,12:45 PM,10:45 AM,2,,,,,,2,,,,,,,1,2,2,1,2,2,4,3,2,3,3,3,3,3,4,4,3,3,6,6,4,5,2,,5,6,6,0,3,4,,,,5,12,,,1,4,0,,,6,0,5,5,2,,,,1,CA,94041,US,4,3,1,2,2,2,2,1,0.7026213333,
1247,2021,18083,14,100,G,2,3,1,2,34,901,48,6,4,12:45 PM,9:30 AM,1,2,3,,,,2,,,,,,,1,1,1,2,1,4,3,3,4,4,5,5,6,6,6,3,3,4,4,6,0,2,,,4,3,3,4,3,4,,,,4,1,4,,2,,,,,99,3,5,5,2,,,,1,CA,95120,US,4,3,2,4,2,1,2,1,0.7026213333,
1248,1964,18082,14,98,G,1,3,1,1,34,893,89,8,2,10:55 AM,9:00 AM,1,,,,,,2,,,,,,,2,2,2,1,6,4,5,4,4,4,5,4,4,4,5,5,4,6,3,6,4,50,220,,5,6,6,5,5,4,,,,5,,,,1,5,1,,,99,0,0,0,0,,,,0,,,Blank,0,0,0,0,0,0,0,1,0.7026213333,
1249,1965,18082,14,98,G,1,3,1,1,34,893,89,8,2,10:55 AM,9:35 AM,2,,,,,,3,,,,,,,2,2,2,2,1,4,6,6,6,5,5,5,6,6,6,6,6,6,6,6,5,900,,,4,6,6,6,4,4,,,,5,4,1,,4,,,,,11,6,5,6,2,,,,3,DC,22042,US,12,7,2,2,2,2,2,1,0.7026213333,
1250,1966,18082,14,98,G,1,3,1,1,34,893,89,8,2,10:55 AM,9:00 AM,1,,,,,,7,,,,,,,2,1,2,2,3,2,5,5,5,4,5,5,6,5,6,6,6,6,6,6,5,,,,5,6,6,5,3,4,,,,5,1,,,2,,,,,6,5,5,5,2,,,,3,NE,51537,US,11,2,1,2,1,2,2,1,0.7026213333,
1251,1967,18082,14,98,G,1,3,1,1,34,893,89,8,2,10:55 AM,11:30 PM,3,,,,,,3,,,,,,,2,1,2,1,3,2,4,4,3,5,5,5,5,5,5,6,6,6,6,6,4,900,,,5,6,6,4,5,4,,,,5,5,1,,4,,,,,11,6,5,4,1,9,,,3,IL,90134,US,11,2,1,1,1,2,2,1,0.7026213333,
1252,1968,18082,14,98,G,1,3,1,1,34,893,89,8,2,10:55 AM,7:50 AM,1,,,,,,3,,,,,,,1,1,1,1,1,4,4,4,4,5,5,5,6,6,5,6,6,6,6,6,4,,,,5,6,6,5,5,5,,,,5,1,24,,4,,,,,11,6,5,6,2,,,,3,,,SOUTH KOREA,16,4,2,3,2,2,2,1,0.7026213333,
1253,1969,18082,14,98,G,1,3,1,2,34,893,89,8,2,10:55 AM,7:30 AM,1,,,,,,3,,,,,,,2,1,1,2,4,1,4,4,3,4,3,3,3,3,6,6,6,6,6,6,4,,,,4,6,6,4,4,4,,,,4,,,,2,,,,,11,3,4,6,2,,,,3,KS,66061,US,11,3,0,4,2,2,0,1,0.7026213333,
1254,1970,18082,14,98,G,1,3,1,2,34,893,89,8,2,10:55 AM,8:45 AM,1,,,,,,6,,,,,,,1,2,2,2,4,4,3,3,2,4,4,4,3,3,6,3,3,6,4,6,4,,,,3,6,6,3,3,3,,,,4,,,,1,5,1,,,7,5,5,5,2,,,,1,CA,95125,US,4,5,1,4,1,2,2,1,0.7026213333,
1255,1971,18082,14,98,G,1,3,1,2,34,893,89,8,2,10:55 AM,6:00 AM,2,3,,,,,3,,,,,,,2,1,1,1,1,1,3,3,3,4,4,4,4,4,4,0,0,5,0,0,4,200,,,4,4,6,4,4,4,,,,5,6,,,1,5,1,,,11,4,4,5,2,,,,3,TN,37042,US,11,3,2,3,3,2,2,1,0.7026213333,
1256,1972,18082,14,98,G,1,3,1,2,34,893,89,8,2,10:55 AM,9:00 AM,1,,,,,,2,,,,,,,1,0,0,0,3,2,4,4,3,3,3,3,3,3,2,3,3,3,3,6,3,,,,4,4,6,4,3,3,,,,4,,,,0,0,,,,1,4,3,3,2,,,,1,CA,,US,3,3,1,3,0,1,1,1,0.7026213333,
1257,1973,18082,14,98,G,1,3,1,2,34,893,89,8,2,10:55 AM,9:35 AM,2,,,,,,3,,,,,,,2,2,2,1,6,2,5,4,4,5,5,5,4,4,5,4,4,5,4,4,4,,,,4,5,4,4,4,4,,,,5,6,,,1,3,6,,,11,6,5,6,2,,,,0,OR,97007,US,10,6,1,4,1,2,2,1,0.7026213333,
1258,1974,18082,14,98,G,1,3,1,2,34,893,89,8,2,10:55 AM,9:00 AM,3,,,,,,2,,,,,,,1,2,2,1,2,4,4,3,3,4,4,4,4,4,5,5,5,4,4,4,4,108,,,4,3,3,3,4,4,,,,4,,,,2,,,,,6,4,5,5,2,,,,3,,,SOUTH KOREA,16,5,2,4,2,2,2,1,0.7026213333,
1259,1975,18082,14,98,G,1,3,1,2,34,893,89,8,2,10:55 AM,9:08 AM,1,,,,,,3,,,,,,,2,2,2,1,1,3,4,3,3,4,3,4,3,6,4,6,6,6,6,6,4,,,,5,6,6,4,3,4,22,,,5,,,,4,,,,,11,5,5,6,2,,,,3,VA,22305,US,12,4,1,3,2,1,0,1,0.7026213333,
1260,1976,18082,14,98,G,1,3,1,2,34,893,89,8,2,10:55 AM,9:00 AM,1,,,,,,3,,,,,,,2,2,1,2,1,1,3,3,3,4,4,4,6,6,6,6,6,6,6,6,3,,,,3,6,6,2,0,4,,,,3,99,,,4,,,,,11,6,3,6,3,,,,3,NV,85141,US,10,5,1,4,2,2,2,1,0.7026213333,
1261,1977,18082,14,98,G,1,3,1,2,34,893,89,8,2,10:55 AM,7:00 AM,1,,,,,,2,,,,,,,1,2,2,1,1,2,3,3,3,3,3,3,3,3,3,2,2,3,3,2,3,910,,,3,3,3,3,3,3,,,,3,12,,,3,,,,,99,0,0,0,0,,,,2,,,Blank,0,3,1,4,2,1,2,1,0.7026213333,
1262,1978,18082,14,98,G,1,3,1,2,34,893,89,8,2,10:55 AM,7:30 AM,1,,,,,,3,,,,,,,0,1,0,0,2,4,5,6,1,5,5,5,6,6,6,0,0,0,0,0,4,,,,5,5,6,6,6,5,,,,5,,,,4,,,,,11,0,5,6,2,,,,3,CA,90045,US,10,6,1,4,1,2,2,1,0.7026213333,
1263,1979,18082,14,98,G,1,3,1,2,34,893,89,8,2,10:55 AM,8:58 AM,2,,,,,,3,,,,,,,2,2,2,1,0,0,6,6,6,6,3,3,3,3,3,6,6,6,6,6,3,,,,3,6,6,6,3,3,,,,0,,,,4,,,,,11,6,3,6,2,,,,3,,,KOREA,16,3,2,1,3,2,2,1,0.7026213333,
1264,1980,18082,14,98,G,1,3,1,2,34,893,89,8,2,10:55 AM,7:00 AM,1,,,,,,3,,,,,,,2,2,2,1,1,2,4,4,4,4,4,3,3,0,5,0,0,0,0,0,4,,,,4,4,6,4,3,3,,,,3,,,,2,,,,,11,4,6,6,2,,,,3,CO,80503,US,10,3,1,0,2,2,2,1,0.7026213333,
1265,1981,18082,14,98,G,1,3,1,2,34,893,89,8,2,10:55 AM,9:00 AM,5,,,,,,2,,,,,,,1,1,2,1,3,4,5,4,3,4,4,4,4,4,4,4,4,5,5,6,4,,,,4,4,6,4,4,4,,,,5,1,,,2,,,,,7,5,5,5,2,,,,1,CA,94086,US,4,5,1,4,2,2,2,1,0.7026213333,
1266,1982,18082,14,98,G,1,3,1,2,34,893,89,8,2,10:55 AM,8:17 AM,2,,,,,,3,,,,,,,2,2,1,2,1,4,4,4,6,4,5,5,6,6,6,6,6,6,6,6,4,,,,5,6,6,5,4,4,,,,5,,,,2,,,,,11,4,5,6,2,,,,3,CA,92109,US,10,5,1,1,2,2,2,1,0.7026213333,
1267,1983,18082,14,98,G,1,3,1,2,34,893,89,8,2,10:55 AM,8:00 AM,5,,,,,,8,,,,,,,1,1,2,1,1,1,3,3,4,5,4,5,3,3,5,5,4,5,6,5,5,,,,5,5,5,5,4,5,,,,4,,,,3,,,,,5,5,5,5,2,,,,3,,,KOREA,16,2,2,1,3,2,2,1,0.7026213333,
1268,1984,18082,14,98,G,1,3,1,2,34,893,89,8,2,10:55 AM,5:00 AM,1,,,,,,2,,,,,,,2,1,1,1,3,3,5,4,4,5,5,4,6,6,5,4,4,4,6,6,5,31,,,5,5,5,5,5,5,,,,5,,,,1,5,0,,,99,5,5,3,2,,,,3,TX,79937,US,11,7,1,2,1,2,2,1,0.7026213333,
1269,1985,18082,14,98,G,1,3,1,2,34,893,89,8,2,10:55 AM,8:00 AM,2,,,,,,3,,,,,,,2,2,1,2,2,4,3,3,3,2,3,3,6,6,6,6,6,6,6,6,3,,,,3,3,3,3,3,3,,,,3,,,,1,4,0,,,11,0,3,6,2,,,,3,,,Blank,0,7,1,0,2,2,2,1,0.7026213333,
1270,1986,18082,14,98,G,1,3,1,2,34,893,89,8,2,10:55 AM,N,2,,,,,,3,,,,,,,2,1,1,2,1,1,2,2,2,2,2,3,2,2,2,1,2,2,2,2,2,,,,2,2,2,2,2,2,,,,4,,,,3,,,,,11,3,2,2,0,,,,0,,,Blank,0,0,0,0,0,0,0,1,0.7026213333,
1271,1987,18082,14,98,G,1,3,1,2,34,893,89,8,2,10:55 AM,7:45 AM,2,,,,,,1,,,,,,2,1,2,2,2,1,4,4,4,4,5,4,4,3,3,5,5,4,6,6,6,4,,,,5,6,6,6,4,4,,,,4,,,,3,,,,,7,4,4,4,2,,,,1,CA,95158,US,4,2,2,1,2,2,2,1,0.7026213333,
1272,1988,18082,14,98,G,1,3,1,2,34,893,89,8,2,10:55 AM,6:25 AM,4,,,,,,3,,,,,,,2,1,1,1,2,1,4,4,3,4,5,4,4,4,4,6,6,6,6,6,4,,,,4,6,6,6,4,4,,,,4,12,,,4,,,,,11,4,5,4,2,,,,3,,,INDONESIA,16,4,1,1,2,2,2,1,0.7026213333,
1273,1989,18082,14,98,G,1,3,1,2,34,893,89,8,2,10:55 AM,7:00 AM,2,,,,,,3,,,,,,,0,1,0,3,1,1,3,6,3,3,3,3,3,3,6,6,6,6,6,6,3,,,,5,5,4,4,5,5,,,,3,,,,1,4,0,,,11,3,3,3,1,28,,,2,CA,92637,US,10,7,0,2,2,2,2,1,0.7026213333,
1274,1990,18082,14,98,G,1,3,1,2,34,893,89,8,2,10:55 AM,8:00 AM,1,3,,,,,4,,,,,,,1,2,2,1,4,3,6,3,3,5,5,5,5,5,3,5,4,5,6,6,4,,,,5,5,6,4,4,4,,,,5,,,,2,,,,,5,5,5,4,2,,,,1,CA,94122,US,1,3,1,4,2,2,2,1,0.7026213333,
1275,1991,18082,14,98,G,1,3,1,2,34,893,89,8,2,10:55 AM,8:18 PM,3,,,,,,3,,,,,,,1,0,0,1,1,1,5,2,2,2,3,1,2,2,3,3,3,3,3,3,2,176,206,,4,4,3,3,3,3,,,,3,,,,0,0,,,,11,3,3,3,1,13,9,3,3,AB,,CANADA,13,3,1,2,1,2,2,1,0.7026213333,
1276,1992,18082,14,98,G,1,3,1,2,34,893,89,8,2,10:55 AM,7:00 AM,5,,,,,,6,,,,,,,0,0,0,1,2,3,5,5,4,5,5,5,5,5,5,5,4,5,4,6,5,,,,5,5,6,5,3,5,,,,5,6,,,2,,,,,7,5,5,5,2,,,,1,CA,94306,US,4,3,1,2,2,1,0,1,0.7026213333,
1277,2189,18115,17,42,C,2,1,1,1,15,1420,26,3,3,11:20 AM,10:00 AM,2,,,,,,2,,,,,,,1,2,1,1,1,1,5,5,5,5,5,5,6,6,5,6,6,6,6,6,5,900,,,5,6,6,5,5,5,,,,5,24,,,2,,,,,5,5,5,5,2,,,,3,,,GERMANY,15,6,2,3,2,2,2,1,0.9889584906,
1278,2190,18115,17,42,C,2,1,1,1,15,1420,26,3,3,11:20 AM,9:00 AM,2,,,,,,1,,,,,,1,1,2,1,1,1,1,6,4,6,4,4,4,6,6,5,5,6,6,6,6,4,,,,4,6,6,4,4,4,,,,0,,,,2,,,,,6,5,5,5,2,,,,3,,,SPAIN,15,3,1,2,2,2,2,1,0.9889584906,
1279,2191,18115,17,42,C,2,1,1,1,15,1420,26,3,3,11:20 AM,9:00 AM,3,,,,,,2,,,,,,,1,2,2,2,2,1,3,6,6,5,3,5,6,6,0,5,6,6,6,6,4,216,,,5,6,6,6,5,5,,,,5,1,,,2,,,,,99,5,5,5,2,,,,0,MI,78098,US,11,6,1,3,2,2,2,1,0.9889584906,
1280,2192,18115,17,42,C,2,1,1,1,15,1420,26,3,3,11:20 AM,9:00 AM,2,,,,,,6,,,,,,,1,1,2,2,3,4,5,6,3,4,6,4,6,6,6,6,6,6,6,6,4,,,,4,6,6,6,5,3,85,,,5,9,,,1,5,2,,,2,1,5,5,0,,,,1,CA,,US,5,6,2,3,2,2,2,1,0.9889584906,
1281,2193,18115,17,42,C,2,1,1,2,15,1420,26,3,3,11:20 AM,9:35 AM,3,,,,,,6,,,,,,,1,2,1,2,1,4,3,3,3,3,3,3,1,0,6,2,3,3,6,3,3,223,,,5,5,5,5,5,5,85,,,5,6,,,2,,,,,8,5,5,4,1,19,,,3,TN,38060,US,11,5,2,1,2,2,2,1,0.9889584906,
1282,2194,18115,17,42,C,2,1,1,2,15,1420,26,3,3,11:20 AM,9:04 AM,1,,,,,,14,,,,,,,1,0,2,1,1,1,6,6,3,5,6,4,6,6,0,6,6,6,6,6,4,28,2,,5,6,6,6,4,4,,,,5,,,,2,,,,,99,0,5,5,0,,,,3,PA,18104,US,12,4,2,4,2,2,2,1,0.9889584906,
1283,2195,18115,17,42,C,2,1,1,2,15,1420,26,3,3,11:20 AM,9:20 AM,1,,,,,,4,,,,,,,1,1,2,1,1,2,3,2,2,4,3,4,3,3,3,6,6,6,6,6,3,2,,,3,6,6,6,4,4,,,,4,,,,2,,,,,5,4,5,5,2,,,,3,OH,43622,US,11,2,1,1,2,2,2,1,0.9889584906,
1284,2196,18115,17,42,C,2,1,1,2,15,1420,26,3,3,11:20 AM,9:40 AM,2,,,,,,5,,,,,,,1,2,2,3,1,2,4,6,3,3,4,3,6,6,6,0,0,5,0,0,4,,,,5,5,6,6,6,6,,,,4,,,,1,5,0,,,1,0,4,5,2,,,,3,NC,27310,US,12,7,1,0,2,2,2,1,0.9889584906,
1285,2197,18115,17,42,C,2,1,1,2,15,1420,26,3,3,11:20 AM,9:30 AM,2,,,,,,2,,,,,,,1,2,2,1,4,2,4,4,4,4,4,5,6,6,3,5,4,6,6,6,4,177,,,4,6,6,5,5,4,,,,5,1,,,2,,,,,5,4,4,5,2,,,,1,CA,94118,US,1,3,2,1,2,2,2,1,0.9889584906,
1286,2198,18115,17,42,C,2,1,1,2,15,1420,26,3,3,11:20 AM,9:45 AM,1,,,,,,4,,,,,,,1,1,2,1,1,1,6,6,2,4,6,2,6,6,6,6,6,6,6,6,4,233,176,,3,6,6,6,6,4,,,,4,8,,,2,,,,,5,5,3,0,2,,,,2,MA,2155,US,12,4,2,2,2,2,2,1,0.9889584906,
1287,2199,18115,17,42,C,2,1,1,2,15,1420,26,3,3,11:20 AM,9:30 AM,2,,,,,,6,,,,,,,0,0,1,1,1,1,3,3,3,3,3,3,6,6,0,3,3,3,3,3,3,,,,3,3,3,3,3,3,,,,5,,,,2,,,,,0,3,3,3,2,,,,3,NY,,US,12,4,2,5,2,2,2,1,0.9889584906,
1288,2200,18115,17,42,C,2,1,1,2,15,1420,26,3,3,11:20 AM,8:40 AM,5,,,,,,12,,,,,,,1,2,2,2,1,2,4,6,3,4,3,3,6,6,6,6,6,6,6,6,4,,,,3,6,6,3,3,3,,,,4,,,,2,,,,,5,3,4,4,2,,,,3,MI,48067,US,11,3,1,2,2,2,2,1,0.9889584906,
1289,2201,18115,17,42,C,2,1,1,2,15,1420,26,3,3,11:20 AM,9:30 AM,1,,,,,,6,,,,,,,2,2,2,1,1,1,5,5,5,5,5,5,5,5,5,6,6,6,6,6,5,,,,5,6,6,6,5,5,,,,4,4,1,,2,,,,,5,4,5,5,2,,,,3,KY,,US,11,5,1,4,2,2,2,1,0.9889584906,
1290,2202,18115,17,42,C,2,1,1,2,15,1420,26,3,3,11:20 AM,9:40 AM,3,,,,,,2,,,,,,,2,2,2,1,3,4,4,4,3,3,3,3,3,3,4,3,2,4,4,6,4,219,,,4,4,6,4,5,4,,,,5,12,,,2,,,,,1,3,4,3,2,,,,1,CA,94568,US,3,6,1,3,2,1,1,1,0.9889584906,
1291,2203,18115,17,42,C,2,1,1,2,15,1420,26,3,3,11:20 AM,8:05 AM,1,3,,,,,6,,,,,,,2,2,1,1,1,3,2,3,4,4,4,4,4,4,2,6,6,6,6,6,3,204,,,4,6,6,4,4,4,,,,4,,,,2,,,,,99,4,4,3,2,,,,3,,,THE NETHERLANDS,15,4,1,2,2,2,2,1,0.9889584906,
1292,2204,18115,17,42,C,2,1,1,2,15,1420,26,3,3,11:20 AM,9:00 AM,2,,,,,,6,,,,,,,1,1,1,2,1,1,3,3,3,3,3,3,3,3,6,3,6,6,6,6,3,,,,3,6,6,3,3,3,,,,3,,,,1,5,1,,,5,3,5,5,2,,,,3,MI,48375,US,11,5,2,2,1,2,2,1,0.9889584906,
1293,2205,18115,17,42,C,2,1,1,2,15,1420,26,3,3,11:20 AM,9:00 AM,1,,,,,,5,,,,,,,2,2,2,2,1,4,6,6,2,3,3,2,6,6,6,3,6,3,6,2,2,908,,,2,2,1,6,1,2,,,,3,,,,1,4,7,,,5,4,3,3,2,,,,3,NC,28746,US,12,6,1,4,2,2,2,1,0.9889584906,
1294,2206,18115,17,42,C,2,1,1,2,15,1420,26,3,3,11:20 AM,9:30 AM,2,,,,,,5,,,,,,,1,1,2,1,1,4,3,3,3,3,3,3,3,3,3,3,3,3,6,6,3,,,,5,5,6,5,5,5,,,,5,,,,2,,,,,2,3,3,3,2,,,,1,CA,94553,US,5,5,1,2,2,2,1,1,0.9889584906,
1295,2207,18115,17,42,C,2,1,1,2,15,1420,26,3,3,11:20 AM,10:00 AM,0,,,,,,2,,,,,,,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,,,,4,4,4,4,4,5,,,,5,6,,,2,,,,,15,3,5,5,2,,,,3,KY,40383,US,11,3,2,3,2,2,2,1,0.9889584906,
1296,2208,18115,17,42,C,2,1,1,2,15,1420,26,3,3,11:20 AM,9:47 AM,5,,,,,,6,,,,,,,2,2,2,2,2,2,5,6,6,5,5,5,5,5,5,6,6,4,6,6,5,,,,5,5,5,5,5,5,,,,5,,,,2,,,,,5,3,5,5,2,,,,3,NC,27516,US,12,3,1,1,2,2,2,1,0.9889584906,
1297,2209,18115,17,42,C,2,1,1,2,15,1420,26,3,3,11:20 AM,9:30 AM,2,,,,,,4,,,,,,,1,2,1,1,1,4,6,1,1,3,3,4,4,4,4,6,6,6,6,6,3,,,,4,6,6,0,3,4,,,,4,,,,2,,,,,5,3,5,4,2,,,,3,MI,48336,US,11,5,2,4,2,2,2,1,0.9889584906,
1298,2210,18115,17,42,C,2,1,1,2,15,1420,26,3,3,11:20 AM,2:00 AM,3,,,,,,8,,,,,,,1,1,2,1,1,1,6,3,3,3,4,3,6,6,4,4,6,4,6,4,3,271,2,900,3,3,3,6,3,3,30,,,4,,,,2,,,,,26,3,4,4,2,,,,3,,,GERMANY,15,3,2,2,2,2,2,1,0.9889584906,
1299,2211,18115,17,42,C,2,1,1,2,15,1420,26,3,3,11:20 AM,10:00 AM,2,,,,,,8,,,,,,,1,1,0,0,1,1,3,4,3,3,3,3,0,3,3,3,4,4,6,0,0,,,,4,4,4,4,4,0,,,,3,,,,1,5,1,,,9,3,5,3,2,,,,3,MI,48316,US,11,6,1,4,2,2,2,1,0.9889584906,
1300,2212,18115,17,42,C,2,1,1,2,15,1420,26,3,3,11:20 AM,10:00 AM,1,,,,,,2,,,,,,,0,1,0,0,5,4,4,4,4,3,4,4,3,3,3,5,4,4,6,5,4,206,,,3,4,4,4,3,4,,,,4,,,,1,5,1,,,5,5,5,5,1,19,,,1,CA,94127,US,1,7,2,3,1,1,2,1,0.9889584906,
1301,2213,18115,17,42,C,2,1,1,2,15,1420,26,3,3,11:20 AM,7:30 AM,1,,,,,,6,,,,,,,1,1,2,1,1,1,4,2,6,6,5,6,6,6,4,6,6,6,6,6,4,,,,5,6,6,6,6,5,,,,5,,,,2,,,,,99,5,5,5,2,,,,3,NC,,US,12,3,2,0,2,2,2,1,0.9889584906,
1302,2214,18115,17,42,C,2,1,1,2,15,1420,26,3,3,11:20 AM,9:45 AM,2,3,,,,,5,,,,,,,2,1,2,1,3,4,6,6,3,5,5,5,5,5,5,4,6,5,6,6,5,218,,,5,5,6,6,4,5,89,,,5,,,,1,5,1,10,,1,4,5,5,2,,,,3,MI,48104,US,11,7,2,2,2,0,1,1,0.9889584906,
1303,2240,18117,17,40,C,2,2,1,1,15,1993,4,2,4,2:15 PM,12:00 PM,1,,,,,,14,,,,,,,1,1,1,2,3,4,6,6,6,2,5,3,6,6,6,6,6,4,6,6,4,102,,,4,3,6,6,3,3,,,,5,5,,,1,5,1,2,,5,5,5,5,2,,,,0,NC,28216,US,12,6,2,3,2,2,2,1,0.9889584906,
1304,2241,18117,17,40,C,2,2,1,1,15,1993,4,2,4,2:15 PM,12:30 PM,2,,,,,,2,,,,,,,1,2,1,2,1,3,3,3,4,5,5,5,6,6,6,5,6,5,6,6,4,2,,,5,5,6,5,4,4,,,,5,,,,2,,,,,5,5,5,5,2,,,,0,GA,30030,US,12,4,2,4,2,2,2,1,0.9889584906,
1305,2242,18117,17,40,C,2,2,1,1,15,1993,4,2,4,2:15 PM,1:00 PM,2,,,,,,5,,,,,,,1,2,2,2,3,2,4,4,4,5,5,4,6,6,5,6,6,4,6,6,4,,,,3,2,6,3,3,3,90,,,5,6,,,2,,,,,5,5,5,5,2,,,,3,GA,30314,US,12,4,1,2,2,2,2,1,0.9889584906,
1306,2243,18117,17,40,C,2,2,1,2,15,1993,4,2,4,2:15 PM,12:40 PM,0,,,,,,3,,,,,,,0,1,0,1,1,1,3,4,3,3,3,3,6,3,3,6,6,6,6,6,2,283,,,3,6,6,3,3,3,,,,4,,,,4,,,,,11,0,5,6,1,30,,,3,TN,37379,US,11,5,2,4,2,2,2,1,0.9889584906,
1307,2244,18117,17,40,C,2,2,1,2,15,1993,4,2,4,2:15 PM,12:45 PM,3,,,,,,2,,,,,,,2,1,2,2,4,3,6,3,3,4,4,4,6,6,6,5,4,3,6,3,4,,,,5,4,3,4,4,4,,,,4,6,,,1,5,1,2,,7,5,5,5,2,,,,1,CA,95054,US,4,5,2,4,2,1,2,1,0.9889584906,
1308,2245,18117,17,40,C,2,2,1,2,15,1993,4,2,4,2:15 PM,5:00 AM,2,,,,,,2,,,,,,,2,1,1,1,1,1,3,2,3,4,3,4,6,6,2,4,6,6,4,6,4,204,2,283,4,6,6,5,5,4,,,,5,6,,,2,,,,,5,5,5,4,2,,,,3,GIPUZKOA,,SPAIN,15,3,1,1,2,2,2,1,0.9889584906,
1309,2246,18117,17,40,C,2,2,1,2,15,1993,4,2,4,2:15 PM,11:45 AM,1,,,,,,2,,,,,,,2,1,2,2,1,1,4,6,3,3,6,6,6,6,6,4,6,6,6,6,3,,,,5,6,6,6,5,5,,,,5,,,,1,5,0,,,5,5,5,5,2,,,,3,FL,,US,12,4,1,4,2,2,2,1,0.9889584906,
1310,2247,18117,17,40,C,2,2,1,2,15,1993,4,2,4,2:15 PM,12:00 PM,1,,,,,,8,,,,,,,1,2,1,2,3,2,3,2,3,3,3,3,6,6,6,4,6,4,6,2,3,,,,4,4,2,3,2,3,,,,4,,,,2,,,,,9,3,3,4,2,,,,3,GA,31107,US,12,4,1,4,2,2,1,1,0.9889584906,
1311,2248,18117,17,40,C,2,2,1,2,15,1993,4,2,4,2:15 PM,12:30 PM,5,,,,,,2,,,,,,,1,2,2,1,1,1,4,4,4,4,4,4,4,4,4,6,6,6,6,6,4,,,,5,6,6,5,5,5,,,,5,,,,2,,,,,5,5,5,5,1,9,13,3,3,NC,27103,US,12,3,1,0,2,2,2,1,0.9889584906,
1312,2249,18117,17,40,C,2,2,1,2,15,1993,4,2,4,2:15 PM,11:30 AM,2,,,,,,6,,,,,,,2,1,1,2,3,2,6,3,3,3,3,3,3,3,3,4,6,4,6,4,3,,,,4,4,4,4,4,4,,,,4,,,,1,5,0,,,5,3,5,5,2,,,,3,GA,30002,US,12,5,2,4,2,2,2,1,0.9889584906,
1313,2250,18117,17,40,C,2,2,1,2,15,1993,4,2,4,2:15 PM,12:35 PM,10,,,,,,4,,,,,,,1,1,2,1,2,1,3,4,3,5,5,5,5,5,6,6,6,6,6,6,5,,,,4,6,6,6,6,3,,,,4,5,,,2,,,,,7,5,5,5,2,,,,3,GA,30024,US,12,5,2,4,2,2,2,1,0.9889584906,
